Region,Tweet,Sentiment
East,tadi aku pegi atm shell rakyat malaysia tak paham ka concept social distancing knp palui sngt nak aku buat pengumuman khas mcm diva aa haa asallamualaikum see my level perutusan khas dari diva aa kamu paham ka social distancing kau sekolah ke tak kau srp lepas ke tak pokimak ,NEGATIVE
East,oii oiii rindu ooii lemau ooii pishang petak bulat segitiga #rmo #socialdistancing #stayathome #tb duduk rumah diam diam ,NEGATIVE
East,bagus social distancing ,POSITIVE
East,i love columbia road flower market but please stay at home until #covid19 blows over #eastlondon #socialdistancing ,POSITIVE
East,i think ppl should learn from other countries this is actually a pretty good idea for social distancing ,POSITIVE
East,bruh aeon bottlenecked the entrance and social distancing is fked lul ,NEUTRAL
East,samsung health ni marah kat aku agaknya siap pesan utk berjalan dia tak tau ke aku ni kena duduk rumah bejalan takat 4 5 langkah dah sampai ke hujung rumah tak tau ke sekarang time social distancing agak2 lah kalau nak pesan kat orang paloi punya apps,NEGATIVE
East,kagum betul ini betul betul #socialdistancing ,POSITIVE
East,post financial assistance announcement by the #workingfromhome responsibility is continues #makcikkiah #covid19 #stayathome #socialdistancing ,NEUTRAL
East,ramai yang sengaja mengkonfiuskan diri dengan tafsiran masing2 te,NEGATIVE
East,i tot ldr was hard this social distancing relationship is even harder t 8 days today ,NEGATIVE
East,#stayathome #socialdistancing ,NEGATIVE
East,apa itu #socialdistancing #physicaldistancing atau jarak badan dapat membantu menghentikan penularan #covid19 semua perlu tahu #stayathome #malaysiacovid19 ,POSITIVE
East,ada video kat thread dia kilang ni x amalkn social distancing,NEGATIVE
East,anda gov adalah terbaik no words can describe how wonderful you are thank you national bowler #frontliners #covid 19 #stayathome #dudukrumah #socialdistancing #perintahkawal,POSITIVE
East,masalahnya sekarang supermarket tu dah letak tape merah untuk social distancing yang kau nak menepek dekat dengan aku ni kenapa tahu kau weirdo tapi simpan la lepas crisis nanti kalau kau tak ada pun virus orang lain belum tentu lagi jangan jadi cibai la cibai ,NEGATIVE
East,social distancing in supermarket totally failed customer came shopping as they were in weekend mood based from their attitude and product purchase either they will infected by covid 19 first or obesiti at the end of quarantine period ,NEGATIVE
West,our doctors and nurses are fighting hard in the hospitals the least we can do is to slow down the spread further here are some tips on how to do social distancing and to stay safe contact us today if you ,NEGATIVE
West,tolong jangan degil la babi duduk rumah je nak apa2 order je ni pagi2 aku tengok ramai kerumun kedai nasi lemak dah la takde social distancing ,NEGATIVE
West,then keep 1 meter distance each other and practice social distancing be alert to ur neighbour #kitajagakita,NEUTRAL
West,told him about social distancing but he refused to listen #workfromhome ,NEGATIVE
West,ethical healthcare professionals will always remain apolitical take care dear friend hugs from here with social distancing ,POSITIVE
West,take a moment to pray for our warriors at hospital sungai buloh they are stretched thin physically amp mentally its time for strong local leadership from pengarah kesihatan negeri or pengarah hospital be strong amp fight for their rights insya allah #covid19 #socialdistancing,POSITIVE
West,social distancing during the press conference on the 2nd day of restricted movement order at the prime minister office today #westayedatworkforyou #youstayathomeforus #bernamartmtv3 ,NEGATIVE
West,then this morning the van came again with a loudspeaker reminded people to stay inside and practice social distancing still hampa ni tak tengok berita ka semalam boleh keluaq nk beli barang tapi amalkan jarak selamat n beli then balik tak payah gatai nk merayap lepak ,POSITIVE
West,steady tidak ketinggalan coach pelayran negara mohd afendy abdullah kongsi #homeworkout beliau dari rumah kediamannya #stayhone #dudukrumah #stayathomechallenge #kbswahchallenge #socialdistancing #perintahkawalanpergerakan ,POSITIVE
West,i went out to buy eggs this morning to make breakfast then roamed around to see how people in pantai dalam copping with rmo i saw some people in pd still eat outside in a group at one corner and no social distancing when at store to buy wet stuff ,NEUTRAL
West,kayu nasi kandar dekat penang jugak bagus #socialdistancing ,POSITIVE
West,dua hari dah aku dengar anak jiran ni dok totet totet dengan kasut bising dia tu jangan sampai sis persetankan #socialdistancing ya awassssssssssss,NEGATIVE
West,dalam kondisi saat ini kepanikan tak akan membuahkan ketenangan sebaliknya saling berbagi saling menjaga dan membantu akan menguatkan kita mari bersama melawan virus corona #socialdistancing #fightcorona #lawankorona #stayhealthy #stayathome #covid19 #coronavirus ,NEGATIVE
West,social distancing ,NEUTRAL
West,#stayathome ways to avoid covid 19 1 avoid large gathering and maintain social distancing 2 try to use cashless transaction when purchasing your necessities 3 carry a pocket sanitiser each time if you have to go out let s do our part and stop the spread say no to corona ,NEUTRAL
West,we can do it come on guys #staysafestayhome #socialdistancing ,NEUTRAL
West,edaran makanan dan snek serta social distancing practice di kolej melati terima kasih kepada staf residen kolej dan mantan jawatankuasa perwakilan kolej melati yang membantu menjaga kebajikan pelajar kolej ,POSITIVE
West,while countries have put their nations first closing borders bringing home citizens incl malaysia that s limited workers at manufacturing to 50 in a bid to impose social distancing without sacrificing domestic supply but the rubber glove industry has made an urgent plea ,NEGATIVE
West,geng geng anti vaksin apa khabar #abamtanyaje #covid19 #socialdistancing #stayathome #dontbeaspreader,NEUTRAL
West,all this #stayathome social distancing and wash your hands is just to slow down the spread not the cure,NEUTRAL
West,proper social distancing at the neighbourhood chicken rice shop #covid19 #perintahkawalanpergerakan ,POSITIVE
West,albakri social distancing pls even tempat kerja,NEGATIVE
West,extraordinary times extraordinary measures but is this the dawn of a new normal social distancing isolation death of mass tourism loss of touch or will we return to ways of living #prec19 that we knew only a few weeks ago in time ,NEUTRAL
West,#stayathome #socialdistancing #kitajagakita #rmo ,POSITIVE
West,conan s guide to taking selfies while social distancing via ,NEUTRAL
West,aa such it isn t only misleading but a libel when you accuse those dbkl jabatan kesihatan staffs of wanting fame or didnt practice social distancing do they need bring 1m ruler to prove that ,NEGATIVE
West,social distancing at our hospital cafeteria #flattenthecurve ,NEUTRAL
West,aku akan meneruskan social distancing kat bmf2 lepas curfew ni pun ,POSITIVE
West,me realizing that my lifestyle has always been about social distancing ,NEUTRAL
West,baru berkesempatan nak post poster #ame2020 hari ni edit lama dah hehe so uolls sambil2 mengundi #sitinordiana utk semua kategori stay put wherever you re keep ur social distancing and practice good personal hygiene k thank you may siti nordiana wins all ,POSITIVE
West,i ve been social distancing with people since january only meet up some important people if necessary takat 2 minggu ni celah gigi okay haritu pun p janda baik sebab dah berjanji kalau tidakkk aku mmg mereput kat rumah or minding my own business je cerita dia ,POSITIVE
West,no point pun social distancing kalau macam ni ,POSITIVE
West,why social distancing matters ,NEUTRAL
West,if we run in a group as was the social thing to do that s not on i will only run solo during this order period like grocery i go solo get the bread and milk observe social distancing and come home straight after that instead of lepakking ,POSITIVE
West,me watching videos on people who doesn t understand #socialdistancing rasa macam nak tukar diri jadi t rex telan org2 yang terlampau bijak ni ,POSITIVE
West,social distancing di mata close contact di hati #kekaltenang #dudukrumah #hapuscovid19,POSITIVE
West,day 2 of social distancing lazy and horny levels are spiking ,NEGATIVE
West,keep your 1 metre distance people kereta pun abang jarakkan #socialdistancing #1metre #covid19 #staysafe ,NEUTRAL
West,nak buat social distancing tapi tgh beratur dekat pasaraya tadi que aku kena sailang wehh elok je dia masuk be,NEGATIVE
West,social distancing la babi ,NEUTRAL
West,sunshine is good especially now but do observe social distancing strictly kbs minister he is tanned enough ,POSITIVE
West,the things we do to keep our lungs safe from covid 19 duduk rumah jaga kebersihan diri ikut arahan kerajaan social distancing self kuarantin kalau perlu hisap rokok 2 kotak sehari kat balkoni while complain org lain jogging #gofigure,NEGATIVE
West,the irony now everyone on this planet will want to go to wuhan the only city thus far to have had the virus start amp stop hang in there malaysia it s going to get a lot worse before it gets a whole lot better let s flatten the curve stay home practice social distanci,NEGATIVE
West,#socialdistancing ,NEGATIVE
West,bagus ppum buat kerusi mcm ni support for #socialdistancing terpaksa keluar rumah for checkup yer jgn kecam sis ,NEGATIVE
West,social distancing bud ,NEUTRAL
West,aku rasa kan nak pujuk orang malaysia jangan ajar dengan bahasa inggeris social distancing just stay home be safe etc tak lut aku cadang pm bawak tali pinggang masa live aku kata jangan keluar jangan keluar la peka,NEGATIVE
West,penjarakkan sosial social distancing penjarakan sosial kehidupan semasa demi manfaat semua walaupun masih ada yang tak reti bahasa #p,NEGATIVE
West,working from home can be full of nice surprises stay at home against #covid19 #familytogether #daughtersandfathers #stopcovid19 #socialdistancing #workingfromhome ,POSITIVE
West,selesai awai pagi skott senang x kalut semoga dipermudahkan urusan kita semua didoakan shbt2 yg bertugas di front liner sentiasa dilindungi aamiinn mna #s,NEGATIVE
West,social distancing ,NEUTRAL
West,thoughts after my morning meditation today during this time of coronavirus self quarantine in many countries where we need to practice social distancing for the safety of ourself and others i believe we can take ,NEUTRAL
West,soooo my mum have an appointment hypertension w dm today i called up yesterday and they say she still have to come as dr need to monitor her condition to my shock there s a long queue at 7 am at the clinic #socialdistancing #restrictedmovementorder ,NEGATIVE
West,why outbreaks like coronavirus spread exponentially and how to flatten the curve by harry stevens #covid19 #coronavirus #,POSITIVE
West,sorry btw i love how your comma is keeping its distance between the first amp second part of the title was that intentional guide to social distancing for punctuation marks #m,NEUTRAL
West,orang sentul ni bagus betul social distancing sampai 3 4m,POSITIVE
West,the key is not #stayathome but the most important is #socialdistancing at least a meter #stopcovid19,POSITIVE
West,dok rumah jangan ketegaq #malaysiaku #malaysia #corona #covid19 #quarantine #stayhome #socialdistancing kuala lumpur malaysia ,POSITIVE
West,during rmo ni baru rasa ldr got to text to know your well being hours of call for the rest of night social distancing keep us but bear in mind we ll always together by dreams by prom,POSITIVE
West,dik social distancing lah dek ape nak peluk2 haaaaa ,POSITIVE
West,99 social distancing,NEUTRAL
West,look even buletin utama practices social distancing gambar bawah 17 3 2020 gambar atas 18 3 2020 #covid19 ,NEGATIVE
West,edaran makanan serta social distancing practice di kolej melati terima kasih buat pengetua kolej melati prof madya dr nor aizam adnan dan pengurus asrama kanan kolej melati en abd rahim abd majid yang turut ,POSITIVE
West,#commonsense #shortwalks #washyourhands #socialdistancing #dontsneezeonppl #dontlickanythingwhilewalkingyourdog coronavirus how to go for a walk safely without getting shamed ,POSITIVE
West,the point is simple stay at home stay put where you are social distancing amp self sanitize ,NEUTRAL
West,zaim social distancing takleh aktiviti bersama ,POSITIVE
West,mana ko tau takde koordinasi main cakap je patuh pada arahan social distancing and whatsoever even pada peringkat awal lagi kita masyarakat dah diberitahu tapi ada antara masyarakat kita ni x nak ikut arahan tapi jenis nak menghentam je ,POSITIVE
West,social distancing ok to have petai for lunch ,NEUTRAL
West,guna social distancing tak jalan guna restricted movement order tak jalan last last just stay at home duduk kat rumah diam diam betul la orang malaysia ni tak jalan kalau guna ayat ayat bombastic nak kena bebel mcm,NEGATIVE
West,this is an extraordinary time for the human race where everyone needs to come together by staying the hell away from one another #socialdistancing #covid19 ,NEUTRAL
West,my social distancing starts now,NEUTRAL
West,as doctors we are still going to work as an introvert that has been practicing social distancing if im at home it would be no change htt,POSITIVE
West,out for groceries driving through desolate streets and queuing social distancing style while listening to new album is a real mood #ghostsv #nineinchnails,NEGATIVE
West,demam #covid19 telah bermula jaga social distance kita okay #socialdistancing ,POSITIVE
West,pembelian pesanan barangan keperluan pelajar kolej melati edaran makanan serta social distancing taping di kolej melati terima kasih kepada staf residen kolej ym raja fikri dan mantan jawatankuasa perwakilan ,POSITIVE
West,just wondering if they reduce the number of trains then they will be more people how to practice social distancing ,NEUTRAL
West,social distancing ni la punca covid19 bertambah,NEGATIVE
West,#covid 19 #stayhome #socialdistancing #sabojela #makmak puchong ,POSITIVE
West,social distancing ,NEUTRAL
West,reposted from nubymalaysia covid 19 social distancing we should refrain from bringing the virus back to our beloved kampung amp remain in your home let s help each other to overcome this virus we can do it mamas ,NEGATIVE
West,i am thinking of reading thomas l friedman s thank you for being late which of the 4 books would you recommend and why #stayhome #staysafe #stayhealthy #socialdistancing #covid 19 ,POSITIVE
West,in close proximity amp without facial masks this is definitely showing a bad example of social distancing wallahu alam ,NEGATIVE
West,i think the reaction was not because of the action but rather the group of people it came from like you would empathise from a lower income or people from rural areas not practicing social distancing which has happened recently ,POSITIVE
West,qa i had mention twice that dr action is not right pun my point is the cmprison shld be more critical public defeat the cmo purpose vs dr s team not doing social distancing which ve covid19 thats orange to apple cmprison pray for the world to be a better place to live in tq ,POSITIVE
West,perhaps it s a language problem social distancing go away stay home don t go outside stay home or else if you go out you kena saman and jail stay home to flatten the curve if you go out you and your family sure die ,NEGATIVE
West,leh guna word ni plk #covid 19 #socialdistancing #covidiot ,NEUTRAL
West,tambahla jaga jarak anda benda paling utama #socialdistancing ,POSITIVE
West,salah satu langkah dalam penghasilan vaksin sesuatu penyakit adalah genomic sequencing apa itu genom genom tu adalah maklumat genetik keselurhan sesuatu organisma sequencing penting utk kita kenal organisma tsb #covid2019 #dudukrumah #socialdistancing ,NEGATIVE
West,bismillah cmo day 4 breakfast merangkap lunch merangkap hi tea jommkn #meegoreng #potatofritters #tehbotolsosro #breakfast #lunch #hitea #cookwithpassion #cookwithlove #cookbyridzuanrahim #controlmovementorder #socialdistancing #stayathome #byridzuanrahim ,NEUTRAL
West,social distancing itu berkesan buat sementara waktu sahaja untuk kawal jangkitan elakkan keluar makan kat kedai solat jemaah kat surau pergi beli barang runcit dengan anak isteri beramai dan bawak anak main taman petang ,NEGATIVE
West,ayuh rakyat malaysia do your part social distancing sd duduk rumah bukan bercuti ke sana sini ,POSITIVE
West,duduk diam diam di rumah #stayathome #covid19 #coronavirus #perintahkawalanpergerakan #otaktepu #throwback #socialdistancing utropolis glenmarie https ,POSITIVE
West,untuk pentaksub pn mungkin terimalah hakikat perikatan nasional gagal kawal krisis #covid19 arahan yang keluar buat rakyat huru hara social distancing gagal tapi tu lah binatang macam kau mana faham dp twitter pun tak serupa manusia ,NEGATIVE
West,balik naik bas takde social distancing langsung ah jawabnyaaaa less than 1m even nak pergi terminal japgi pun takuttt ke memang kena beli benda ni izzy ,NEGATIVE
West,all restaurants should practice social distance for delivery and takeaway like them #socialdistancing #socialdistance #covid19 ,POSITIVE
West,me practice social distancing at its best tp makcik apasal makin dekat kat aku,POSITIVE
West,it should be perubahan perkhidmatan rangkaian rel akibat kerugian syarikat berikutan covid 19 its very clear that u guys are trying to do cost saving decreasing frequency means discouraging social distancing ,NEUTRAL
West,social distancing i m an expert ,NEUTRAL
West,yang still kena p kerja tu stay safe okay amalkan social distancing keep hygiene all the time take care ,POSITIVE
West,social distancing jarakkan diri bersama kita cegah covid 19 ,POSITIVE
West,mana #socialdistancing ,NEGATIVE
West,kenapa kau ya kamu yang sihat kuat jatuh hukum wajib duduk rumah social distancing tolonglah bantu masyarakat sendiri untuk pulih mohon jasabaik tengok video ni untuk kepentingan semua ingatlah kamu tu ada virus ,NEGATIVE
West,kucing pun paham bahasa #socialdistancing ,POSITIVE
West,day 1 #socialdistancing #restrictedmovementorder #staysafestayhome #covid19 ,NEUTRAL
West,donald trump has not imposed a movement control order and wants to end social distancing as he fears that it has devastating effects to the us economy especially when 6 of his profitable clubs are closed down ,NEGATIVE
West,aku pergi speedmart petang semalam sebab nak beli deodorant je tapi terpaksa letak balik sebab terlalu ramai orang langsung tak amalkan mco dan social distancing tolong lah faham tak tahu nak cakap macam mana lagi dah ,NEGATIVE
West,love that you guys are proactive but please don t put them in lockup lmao social distancing ,POSITIVE
West,cadangan untuk menggunakan bahasa mudah difahami menggantikan social distancing oleh tuan ,POSITIVE
West,insisted that final exam continues as planned in kl despite the lockdown from malaysian government putting students at risk #covid2019 #coronavirusoutbreak #socialdistancing #restrictedmovementorder,NEGATIVE
West,thank you inform stock mask and sanitizer dah ada kat guardian #socialdistancing ,POSITIVE
West,stay safe guys #covid2019 #socialdistancing #restrictedmovementorder,POSITIVE
West,#7nasihat #covid19 #mycombatcovid #fightcovid #socialdistancing #kakikipasartis kuala lumpur malaysia ,POSITIVE
West,good morning today mtdcians will start to #workfromhome due to the #restrictedmovementorder together we can curb the spread of #covid 19 please just stay at home and minimise social contact together we can win this war against #coronavirus #social,POSITIVE
West,social distancing day 1 musings on whether i needed to buy more cleaning supplies #socialdistancing #covid 19 #restrictedmovementorder #malaysialockdown #coronavir,NEUTRAL
West,wfh katanya #socialdistancing cyberjaya ,POSITIVE
West,social distancing with all my colleague picture took on yesterday meet then next month ,NEUTRAL
West,a restaurant that practice social distancing at damansara uptown for delivery and takeaway everyone should does the same ,NEUTRAL
West,a restaurant that practice social distancing for takeaway and delivery service all should do the same ,NEUTRAL
West,apa yg berlaku pada hari lepas boleh dilihat dalam tempoh beberape hari selepas beberape kali terjadi crowd yg sptutnya penyebaran dapat dicegah melalui social distancing #perintahkawalanpergerakan #socialdistancing #covid19,NEGATIVE
West,when there s a partial lockdown please stay home and avoid going back hometown social distancing guys ,NEUTRAL
West,any kid born in december 2020 is gonna be a special kid won t be many kids born during that time with all this social distancing,POSITIVE
West,thankyou semuaaaa yang dah join postage for today as we all know with current situation cod tak digalakkan ya #socialdistancing but postage is always onzzz for you we have few brands in store ,NEUTRAL
West,nak start balik tapi kena social distancing ,NEGATIVE
West,social distancing ke halal gap ,NEUTRAL
West,social distancing please,NEUTRAL
West,keep calm and #socialdistancing it s time to do this well malaysians #covid19 #restrictedmovement #staystrong #keepcalm #spreadlove #notvirus kuala lumpur malaysia h,POSITIVE
West,true no need jargon words tak semua faham apa maksud social distancing la lockdown la nanti salah interpret ,NEGATIVE
West,be proactive please and limit the number of people going into your trains no need to wait for incidents to happen it s still packed #covid2019 #socialdist,NEUTRAL
West,social distancing none can seen ,NEUTRAL
West,info bagus dari usa article masih belum menjalani proses peer review tetapi some good info bukti lebih utk kita amalkan hygiene practice yg sempurna ingat #socialdistancing #hygiene #covid2019 ,POSITIVE
West,if you re feeling anxious about coronavirus you re not alone here s how to cope with it remain vigilant calm and level headed and follow social distancing practice all the time watch this video the ,POSITIVE
West,jangan berkumpul la #socialdistancing kena jaga ,NEGATIVE
West,aku macam terdengar kat surau aku dorang masih berjemaah why you dont follow the rules surely there is no social distancing bila solat berjemaah ,NEGATIVE
West,if they practice social distancing tak de masalah ni sebab arahan tak jelas sebab tu orang panic and terus fikir bak balik,NEGATIVE
West,but yea students are not to be blamed but to be prepared for other situation that supose to be everyone thought process where is the less no covid exposure place certainly social distancing avoid public places ,NEUTRAL
West,late night doodling social distancing is not a bad thing stay safe and wash your hands ,NEUTRAL
West,klau perlu social distancing diri buat la jgn la pg tadah diri kat crowd bak kata boss sis takkan basuh tangan sendiri pon org nk kena ingatkan wallahualam ,NEGATIVE
West,social distancing may not be adequate we should advocate social isolation let s hammer the ,POSITIVE
West,belajar tinggi2 tapi x faham apa maknan social distancing ,NEGATIVE
West,majority people they obey the social distancing rules in the public transport good job ,POSITIVE
West,there still are idiots who refuse to understand the importance of social distancing ,NEGATIVE
West,#lockdownmalaysia is officially on hope the #socialdistancing will help our nation curb the spread of #covid19 let s do our part #malaysia be part of the solution pips ,NEUTRAL
West,be responsible #socialdistancing #flattenthecurve may allah protect us all ,POSITIVE
West,for everyone who wants to get fitter at home but needs to save up for emergency resources the nike training club app is free and absolutely kills you #socialdistancing,NEGATIVE
West,omg why eh ada yang still tak faham means social distancing 2 weeks ni bukan tempoh honeymoon oiii ini la masa kita nk recover blk our country tolong la kali ni bagi la kerjasama kawan2 just stay at home please tak payah pergi mana2 nk blk kampung ke ap,NEGATIVE
West,this is how a real lockdown is done no social distancing nonsense ,NEGATIVE
West,social distancing has kinda made us all closer ,NEUTRAL
West,the twitter game combating #socialdistancing created by the same person who gave us is on come and play along regardless of where you currently are ,NEUTRAL
West,i think we as young adult should remind our parents to wear mask when they decide to go out i ve seen many pakcik amp makcik walking around without any mask and didn t really practise #socialdistancing please think about others who really care about t,NEUTRAL
West,after the exodus mass gatherings at different balai and social distancing disaster ,NEGATIVE
West,social distancing la bebal ,NEUTRAL
West,#dukdiam #anangmindah #dontmove over social distancing ,NEUTRAL
West,pakai lah bahasa org sng nk paham social distancing ssh la buh besaq dlm tv tu duk kat rumah diam k,NEGATIVE
West,social distancing kerajaan pusat dgn negeri2 pembangkang ,NEGATIVE
West,from tbs situation to balai polis situation it getting worse people getting short notice n start panic and with no proper plan it make thing turn ugly #socialdistancing #malaysiacovid19,NEGATIVE
West,in malaysia we now need permits for inter state travel due to restriction of movement to limit viral spread however crowds are congregating outside police station to get permits without any social distancing at all defeats the purpose of restricting movement to begin with ,NEGATIVE
West,and social distancing ni nampak tak kena sepatutnya physical distancing ,NEGATIVE
West,social distancing box kul ,NEUTRAL
West,or is this what they meant by social distancing ,NEUTRAL
West,kalau kau selaku twitter famous jadi la yg bertanggung jwb create awareness galakkan social distancing self quarantine ni ko pi sibuk api2 org gi vacation time covid19 ni dah kenapa xde kesedaran ke ,POSITIVE
West,the whole idea is to stay put maintain social distancing over next two weeks in a bid to slow down the #covid19 spread but these city dwellers are rushing back to their respective home states because many don t want to get stuck in kl when restrictive order kicks in at midnight ,NEGATIVE
West,so much for social distancing oh malaysiaku ,NEUTRAL
West,aku rasa decision polis untuk buat interstate restrictions tu bodoh kau buat rakyat makin panic pastu suruh pergi balai isi form mana social distancing tak pasal2 ada wave 3 dari balai2 polis pulak apo bangang la ,NEGATIVE
West,saya juga menekankan kepada setiap rakyat selangor jaga kesihatan anda dan amalkan social distancing untuk mengurangkan risiko penularan #covid 19 #selangorgempurcovid19,POSITIVE
West,social distancing is hard bila ghamai kawan but im try,NEGATIVE
West,it has started 2 deaths all below 70s 673 cases n 12 ventilated strict social distancing and hand hygiene everyone ,NEGATIVE
West,esok makin naik org positif covid mana pi social distancing woiii suruh duduk rumah semak nak keluar ,POSITIVE
West,social distancing ,NEUTRAL
West,izzat suhana jangan memandai mandai belum sampai ke tahap itu stay home and practice social distancing,NEGATIVE
West,away but available working from home covid19 has change the way we work the way we meet how we greet and how we work #covid19 #socialdistancing #workfromhome #nohandshakes ,POSITIVE
West,expect a lot of tiktok videos during this social distancing period,NEUTRAL
West,hello #netflix please update your movie give us the best movies you got in the world #socialdi,POSITIVE
West,ini betul2 social distancing ni ,NEGATIVE
West,bila kita dah kena limit socializing and #socialdistancing mmg konfem lagi byk bbnu keyboard warriors dan ustaz internet berleluasa #covid19malaysia,POSITIVE
West,i need to practice social distancing from the refrigerator #covid19 #stayathome #stayhome #brocuba,NEUTRAL
West,social responsibility has become even more important in this #coronavirus outbreak it s not all about you cultivate good habits not just for yourself but with others in mind take social distancing seriously be concerned about physical amp health safety for yourself amp o,NEUTRAL
West,quarantine dengan social distancing ni pun puak2 ni nak kaitkan dengan depppresion ko chill sikit boleh tak dunia ni bukan berputar sekitar kome je ,NEGATIVE
West,restriction movement will start very soon in #malaysia please observe all restrictions we can do this #spreadlovenotgerms #covid2019 #socialdistancing,NEGATIVE
West,#covid 19 #janganpanik #socialdistancing take care semua puchong ,POSITIVE
West,don t create panic just do whatever necessary wash hands regularly eat healthily social distancing put on mask if needed n keep praying for all this to end asap ,NEGATIVE
West,social distancing at work place ,POSITIVE
West,actually mmg bukak je grocers masa 2 minggu but this 2 weeks we want to maximise social distancing to optimum that we can achieve containment,NEUTRAL
West,this is an excellent demo of how social distancing can minimise risk of the spread of covid 19 virus let us heed this good advice ,NEUTRAL
West,for daily wage earners no work means no pay so no choice and social distancing is impossible critics say #philippines #covid19 ,NEGATIVE
West,day 8 social distancing ,NEUTRAL
West,rasa macam esok puasa pula #socialdistancing ,POSITIVE
West,malaysian masih gagal mempraktikkan social distancing apa nak heran beratur nak masuk public pun tak reti lg orang cakap jangan balik kg balik juga haih #covid19malaysia #socialdistancingnow #staythefuckhome,NEGATIVE
West,learned a lot about myths surrounding covid19 from today s virtual townhall especially on treatment part immunity is key rest too treat the symptoms social distancing is important ,NEUTRAL
West,here in maybank the #socialdistancing is being practiced in daily jama ah prayer may allah grants us protection and easiness in this #covid19 situation ameen #covid19malaysia ,POSITIVE
West,rip social distancing,NEGATIVE
West,with more people working from home the amount of keyboard warriors will be exponentially increased please be mentally prepared for it #covid2019 #socialdistancing,NEUTRAL
West,knowledge is power as it gives clarity here s some useful info understanding isolation quarantine and social distancing in the coronavirus era ,POSITIVE
West,rindu sabar nak #staysafe #socialdistancing ,POSITIVE
West,social distancing is really what i m good at been doing it on daily basis since forever lol,POSITIVE
West,i care about you so please do social distancing and dont touch your face airports ,NEUTRAL
West,alone or driving issokay tu social distancing aku maksudkan kalau berpusu2 dkt stesen bas keretapi and airport tu kan mass gathering who knows masa sesak2 beli tiket tu ada yg affected dah spread out the viruses to other region we don t want them to happe,NEGATIVE
West,life before social distancing becomes a priority meteora cafe ,NEUTRAL
West,starting today oren19 will only be accepting #deliveries and take aways call whatsapp 011 6554 2547 #partiallockdown #foodpanda #grabfood #fooddelivery #covid 19 #socialdistancing ,NEUTRAL
West,day 2 of social distancing my dad bought a new coffee machine online,NEUTRAL
West,social distancing yg paling terbaik adalah duduk dlm hutan back to nature like our ancestors did ,POSITIVE
West,korang kutuk china at least dia hormat peraturan faham social distancing self quarantine korang worst than them ,NEGATIVE
West,current administration does not practice what they preach social distancing my keister ,NEUTRAL
West,social distancing kalau jumpa orang taknak bersalam tu jangan heran pulak ,POSITIVE
West,anti social distancing ,NEUTRAL
West,korang restriction movement order ni duduk rumah diam diam bukan pergi klinik pergigian melainkan korang sakit teruk ni dah cuti lagi ramai pergi yang batuk pun ada social distancing who ,NEGATIVE
West,apa yang dimaksudkan dengan social distancing social distancing ialah satu amalan menjarakkan diri antara individu untuk mengurangkan penularan jangkitan atau wabak sebagai contoh menutup bangunan dan membatalkan ,NEGATIVE
West,please #stayathome everyone melainkan ada urusan yang betul betul perlu keluar ok we are doing our part as well we can deliver to you or else you can pick up atau take away don t worry #socialdistancing applied stay safe you guys #dudukdiamdiam #tependelivers ,POSITIVE
West,zakaria thats y kena elak crowd place u too basuh tgn selalu sis social distancing ,NEGATIVE
West,apa yang dimaksudkan dengan social distancing social distancing ialah satu amalan menjarakkan diri antara individu untuk mengurangkan penularan jangkitan atau wabak sebagai contoh menutup bangunan dan ,NEGATIVE
West,i hope everyone is staying put at home and they re practicing social distancing like me and my baby oreo dengan buat tak #covid19 #stayathome #rmo #malays,POSITIVE
West,this is malaysia in 2weeks if you don t take social distancing seriously also for god sake stop panic buying ,NEGATIVE
West,king jaff r practices social distancing #covid 19 #socialdistancing #kingjaffr #cats #cat putrajaya wilayah persekutuan malaysia ,POSITIVE
West,have a read on how urology practices are adapting to the #covid2019 pandemic experiences to be shared and learnt please read stay safe friends #urosome #socialdistancing uro hk ,POSITIVE
West,sahaja aku berpuasa dating selama tempoh social,POSITIVE
West,this one tak faham social distancing he s invaded my personal space ,NEUTRAL
West,good announcement by pm yesterday now its up to the ksn and company heads to define this ruling hope to get clarification on do s and don ts soon good luck malaysia we ll get through this #socialdistancin,POSITIVE
West,hari ni hari terakhir bekerja untuk kebanyakan rakyat malaysia jangan risau pasaraya masih lagi dibuka setiap hari untuk keperluan semua #socialdistancing #covid19malaysia,NEGATIVE
West,#covid19malaysia #malaysialockdown people of #malaysia let s do this stop this #virus no handshake #socialdistancing #stayhome no #panicshopping remember the old aunties and cute #babies we have to do this to save them #herd im,NEUTRAL
West,#stayathome #covid19 #socialdistancing #earthtakeabreak #lockdown #dudukdiamdiam #mommywiththreekids #mommywithgoals #asianmom kuala lumpur malaysia ,POSITIVE
West,salam subuh salam selasa social distancing lepak2 di rumah malaysia boleh #covid19malaysia,POSITIVE
West,celah mana social distancing ntah dengan mask pun takde lagi cepat le virus merebak ,NEGATIVE
West,jarak 1 meter yg ditetapkan dgn tanda garisan merah adalah satu langkah yg berkesan utk menjaga keselamatan diri pengguna drpd serangan wabak #social distancing #stayathome #covid19 #perintahkawalanpergerakan ,NEGATIVE
West,movement control order is not a lockdown it s to interrupt human to human transmission by exercising mandatory social dista,NEGATIVE
West,#stayathome #covid19 #socialdistancing ,POSITIVE
West,hiding from everyone #socialdistancing ,NEUTRAL
